sample_id,kingdom,tech_platform,coverage_hifi,syri_aln_coverage,gene_counts ,inv_count_total,inv_count_small_lt10kb,inv_count_medium_10kb_1Mb,inv_count_large_gt1Mb,inv_count_per_Gb,inv_len_mean_bp,inv_len_median_bp,sd_inv_length,q25_inv_length,q75_inv_length,min_inv_length,max_inv_length,mean_log10_inv_length,median_log10_inv_length,BUSCO_completeness,BUSCO_duplication,n_chromosomes,te_prop_genome,gene_density,asm_total_len_bp,asm_scaffold_N50_Mb,pi_genome_wide,indel_rate,inversions_with_tr,inversions_with_genes,breakpoint_genes,inversions_with_repeat
PRJEB50727,Metazoa,HiFi+Hi-C,,,51030,68,64,4,0,162.639809,19608,429.5,112192.6473,319.75,618.5,216,888874,4.292433298,2.632963168,96.4,1.2,30,0.4456,0.36088,418101819,14,0.007118415,0.098697294,30,21,17,58
PRJEB50728,Metazoa,HiFi+Hi-C,,,165408,3,0,2,1,2.614633009,1681329.667,27092,2878079.864,19675,2515865.5,12258,5004639,6.225652876,4.432841067,93.5,90.2,50,0.4764,0.368729,1147388559,22,5.97E-05,0.002937291,3,3,2,3
PRJEB50729,Metazoa,HiFi+Hi-C,,,74994,129,124,5,0,230.3833889,2698.589147,533,14192.95901,363,839,202,148793,3.431136769,2.726727209,97.5,0.6,31,0.4408,0.342359,559936203,19,0.003730468,0.070227784,58,30,31,121
PRJEB50730,Metazoa,HiFi+Hi-C,,,85988,110,99,10,1,168.1338994,30854.50909,584,142132.3183,361.5,1093.5,211,1176994,4.489318641,2.766412847,96.7,0.9,32,0.5585,0.383896,654240462,23,0.001678407,0.054562702,53,43,41,108
PRJEB50780,Metazoa,HiFi+Hi-C,,,51204,64,63,1,0,156.7605027,901.34375,413,1821.446418,267.75,851.25,207,14343,2.954890452,2.615950052,90.5,0.6,25,0.3912,0.314581,408266106,16,0.012735584,0.092551627,30,12,12,58
PRJEB50782,Metazoa,HiFi+Hi-C,,,61083,24,18,5,1,89.27253862,122747.2917,1456.5,481918.0852,490,8240.25,251,2360655,5.089011918,3.163310489,96.1,0.9,25,#N/A,0.385875,268839672,39,0.002389914,0.044621448,21,16,18,0
PRJEB50783,Metazoa,HiFi+Hi-C,,,62505,19,5,8,6,56.82723475,632537.7368,111337,938953.736,12859,1160233.5,524,2711716,5.80108644,5.046639515,80.8,72.9,25,0.2274,0.306841,334346728,22,0.00345641,0.015489256,18,15,9,19
PRJEB50785,Metazoa,HiFi+Hi-C,,,115671,74,63,5,6,114.2228111,235218.4459,733,721246.2175,389.5,2175.75,200,4275688,5.371471376,2.865103975,97,0.1,14,0.399,0.45077,647856582,40,0.002209123,0.068683788,39,32,31,67
PRJEB50786,Metazoa,HiFi+Hi-C,,,65235,178,158,14,6,175.8069786,255401.9944,627.5,1766956.114,380.25,1382.5,212,18810570,5.407224284,2.79761373,94.6,0.9,30,0.6049,0.208772,1012474029,36,0.003667083,0.102159963,111,42,32,174
PRJEB50853,Metazoa,HiFi+Hi-C,,,65076,90,84,5,1,345.9287423,22984.07778,561,133594.1974,342,1352.5,201,1074696,4.361427083,2.748962861,91.4,1.5,5,0.3529,0.435373,260169188,54,0.004601437,0.072514298,69,49,53,0
PRJEB50918,Metazoa,HiFi+Hi-C,,,58797,81,49,30,2,221.6153076,224873.4321,2385,883153.1467,627,195864,224,7717693,5.351938148,3.377488383,80.4,0.7,12,0.4619,0.469268,365498218,32,0.002057185,0.128061564,57,45,37,76
PRJEB50970,Metazoa,HiFi+Hi-C,,,154542,1112,1079,27,6,704.0411067,37322.47212,624,519970.2111,383,1202.25,199,11552172,4.571970402,2.79518459,92.4,1.9,10,0.7472,0.187852,1579453230,177,0.008399823,0.129136438,582,193,176,1101
PRJEB51028,Metazoa,HiFi+Hi-C,,,61269,34,25,9,0,146.5575226,95724.88235,856.5,239036.5278,552.5,14356.25,221,965448,4.981024841,2.932727367,89.6,1.2,11,0.2857,0.574098,231990821,20,0.008644265,0.157608711,26,21,14,30
PRJEB51029,Metazoa,HiFi+Hi-C,,,41520,188,182,5,1,469.704719,8606.239362,621.5,92864.50907,368,1166.75,204,1271414,3.934813421,2.793441133,93.9,1.3,16,0.4472,0.200024,400251461,25,0.003862474,0.05859989,89,24,20,185
PRJEB51157,Metazoa,HiFi+Hi-C,,,74907,162,151,8,3,234.6171343,82068.16667,671.5,683434.7948,370.5,1397.25,208,8434812,4.914174732,2.827046017,95.7,1,11,0.6664,0.29264,690486654,72,0.004842974,0.122538454,88,42,36,157
PRJEB51265,Metazoa,HiFi+Hi-C,,,59990,266,256,1,9,571.4456694,127874.2331,502,733807.2485,349.75,859.5,205,6270977,5.106783042,2.700703717,92.4,0.1,23,0.5516,0.41447,465486072,20,0.011512824,0.19331238,175,113,113,257
PRJEB51266,Metazoa,HiFi+Hi-C,,,100778,258,253,1,4,293.8718376,98976.27907,592.5,1185323.669,415,912.5,205,18692010,4.995531123,2.772688355,93.8,1.6,9,0.7683,0.254363,877933735,111,0.00765142,0.192249978,123,63,63,244
PRJEB51331,Metazoa,HiFi+Hi-C,,,135368,94,47,36,11,176.7266391,671688.7021,10104,2069648.697,830,177710.25,260,13969982,5.827168043,4.004493338,74.3,5.5,33,0.4464,0.419164,531894911,24,0.012425499,0.079702255,78,80,72,0
PRJEB51446,Metazoa,HiFi+Hi-C,,,64299,38,34,2,2,110.3443742,108001.0789,758,402551.9067,475,1287.75,239,2016697,5.033428094,2.879669206,96.7,1,31,0.3987,0.444858,344376415,12,0.00267294,0.073144765,26,12,9,36
PRJEB51447,Metazoa,HiFi+Hi-C,,,61406,60,60,0,0,143.028564,794.7833333,431,1203.406931,292.5,720.25,208,6687,2.900248751,2.63447727,97.6,0.3,31,0.3507,0.377094,419496626,14,0.011040717,0.060858129,27,14,16,42
PRJEB51448,Metazoa,HiFi+Hi-C,,,298284,132,119,13,0,84.4651897,10834.43939,674.5,47700.57953,333,1572.25,200,334983,4.034806445,2.828981954,99.6,87.8,38,0.4335,0.515958,1562773972,47,0.002921425,0.053702336,89,61,57,125
PRJEB51449,Metazoa,HiFi+Hi-C,,,189078,279,275,2,2,140.3581439,23835.35125,538,279277.0153,375,935,203,4467503,4.377221556,2.730782276,97.2,1.5,10,0.7498,0.240783,1987772083,185,5.00E-06,0.003389,164,58,59,270
PRJEB51450,Metazoa,HiFi+Hi-C,,,117888,154,121,24,9,152.2414455,274955.8701,913,1247186.877,472,4524.75,223,11836438,5.439262996,2.960470778,90.8,1.5,30,0.3232,0.361673,1011551089,77,0.00824881,0.052053522,103,77,68,138
PRJEB51463,Metazoa,HiFi+Hi-C,,,53189,199,195,1,3,312.4813988,346990.2161,558,3715144.552,376,1059,213,51074220,5.540317229,2.746634199,89.9,1.5,5,0.5094,0.181279,636837907,129,0.011042164,0.065390635,95,34,35,180
PRJEB51464,Metazoa,HiFi+Hi-C,,,51424,138,135,2,1,392.7846641,11051.37681,1072,110410.6209,602.5,1426.25,229,1297313,4.043416387,3.030194785,94.8,1.8,6,0.3844,0.32718,351337546,58,0.012558897,0.071359581,87,39,41,79
PRJEB51914,Metazoa,HiFi+Hi-C,,,63309,80,74,5,1,114.7535316,23382.5875,528,141300.6852,369.25,1357.25,203,1230429,4.368892568,2.722633923,93.5,0.4,5,0.6012,0.169473,697146300,134,0.003335543,0.047186522,60,15,13,0
PRJEB51916,Metazoa,HiFi+Hi-C,,,46704,67,57,9,1,226.9888465,57931.25373,716,283453.6136,398.5,2543,218,2245720,4.762912927,2.854913022,97.6,0.9,28,0.2855,0.200543,295168688,22,0.002904365,0.06846803,45,21,13,64
PRJEB52019,Metazoa,HiFi+Hi-C,,,69136,210,199,9,2,359.1441986,45845.54286,588,417627.1739,373.75,1268.25,204,4367736,4.66129712,2.769377326,93.5,0.6,29,0.4681,0.322912,584723353,21,0.004138171,0.110866419,111,53,48,197
PRJEB52021,Fungi,HiFi+Hi-C,,,13254,3,2,1,0,222.1889926,13004,4181,18510.17928,2368.5,19228,556,34275,4.114076961,3.621280168,78.7,1.2,5,0.0146,0.644101,13502019,2,0.002924012,0.009421008,3,2,2,2
PRJEB52023,Metazoa,HiFi+Hi-C,,,75819,143,130,12,1,221.4896559,73870.02098,696,633973.0192,351,1250.5,207,7510827,4.868468222,2.84260924,96.9,1.3,30,0.5449,0.394946,645628345,23,0.003407168,0.068021963,87,49,52,141
PRJEB52208,Metazoa,HiFi+Hi-C,,,58374,49,48,1,0,129.6384433,1350.653061,500,4665.127475,357,744,223,33074,3.130543807,2.698970004,97.2,0.9,19,0.4669,0.415771,377974301,22,0.006050749,0.091292316,30,17,22,43
PRJEB52210,Viridiplantae,HiFi+Hi-C,,,77820,1,1,0,0,3.560627243,789,789,,789,789,789,789,2.897077003,2.897077003,98.9,2.8,8,0.4865,0.372075,280849393,36,1.86E-05,0.00810873,1,1,1,0
PRJEB52212,Fungi,HiFi+Hi-C,,,35199,37,22,15,0,938.2390455,10367.05405,5835,11816.5044,1303,13795,311,49787,4.015655363,3.76604086,98.7,2,9,0.1764,0.572193,39435579,5,0.004535518,0.187626312,28,23,17,29
PRJEB52214,Fungi,HiFi+Hi-C,,,26124,10,4,6,0,330.7972432,11973.5,14589.5,9626.8711,1687,20452.75,289,23494,4.078221119,4.164040408,98,1.1,15,0.1337,0.635767,30229998,2,0.010886224,0.051705026,8,9,5,8
PRJEB52474,Metazoa,HiFi+Hi-C,,,70490,110,107,0,3,210.6963633,60716.00909,487,380874.6895,337,743.75,208,3147123,4.783303217,2.687528961,97,1,31,0.4147,0.373166,522078304,18,0.00912078,0.096740638,43,32,30,104
PRJEB52476,Metazoa,HiFi+Hi-C,,,56187,40,38,1,1,117.7713776,74398.975,733.5,436282.89,373.75,1479.25,243,2758838,4.871566952,2.865400118,96.7,0.9,31,0.2262,0.378989,339641098,12,0.012153251,0.053234085,22,8,7,31
PRJEB52478,Metazoa,HiFi+Hi-C,,,65040,141,141,0,0,205.241185,814.9361702,614,631.6055529,390,1019,213,4057,2.911123594,2.788168371,95.2,1.6,5,0.5953,0.196868,686996618,130,0.009729284,0.074814902,108,27,28,125
PRJEB52572,Metazoa,HiFi+Hi-C,,,107465,749,706,32,11,853.3280952,52609.78238,528,422299.6088,393,756,205,8677759,4.721066505,2.722633923,94.9,2.4,38,0.6873,0.308301,877739763,26,0.008709225,0.125952374,328,208,186,523
PRJEB52574,Metazoa,HiFi+Hi-C,,,50466,105,103,2,0,299.1475364,7548.114286,426,66984.29953,304,621,200,685837,3.877838467,2.629409599,94.9,0.4,30,0.4128,0.372713,350997375,13,0.008567133,0.103891269,60,32,31,94
PRJEB52576,Viridiplantae,HiFi+Hi-C,,,116198,60,33,23,4,118.7757411,595104.9833,4294.5,2583671.638,557.5,107871,231,18346085,5.774593587,3.632912607,98.9,5.6,7,0.5813,0.292695,505153657,68,0.003078416,0.125227492,52,34,19,56
PRJEB52580,Metazoa,HiFi+Hi-C,,,122696,247,239,6,2,200.3546004,20253.23887,606,146003.3912,412,1272,203,1604782,4.306494485,2.782472624,93.9,0.7,29,0.6557,0.286207,1232814218,44,0.004191872,0.16847354,149,74,73,236
PRJEB52654,Metazoa,HiFi+Hi-C,,,93408,234,214,14,6,258.0344069,272224.4316,591,2838493.025,361.5,1469.25,199,42248814,5.4349271,2.771587481,94,5.8,5,0.6688,0.186626,906855806,184,0.00954129,0.160772467,170,38,21,232
PRJEB52656,Metazoa,HiFi+Hi-C,,,45639,6,3,3,0,20.24243255,11829.16667,5902.5,14402.21527,472.5,21242.25,295,33857,4.072954151,3.771035996,98.2,0.3,50,0.3925,0.255187,296407064,13,0.003845735,0.040663674,5,1,1,5
PRJEB52658,Metazoa,HiFi+Hi-C,,,53919,63,62,1,0,132.7750615,1444.031746,639,3344.888021,325.5,1304,202,25898,3.159576741,2.805500858,97.3,2.1,31,0.4594,0.343399,474486694,17,0.002812918,0.082359099,40,21,21,62
PRJEB52796,Metazoa,HiFi+Hi-C,,,55740,57,54,2,1,228.6834956,30911.38596,524,211050.9403,387,1119,224,1593007,4.490118478,2.719331287,94.5,1.2,4,0.4052,0.311456,249252793,65,0.003223069,0.065572365,38,21,13,52
PRJEB52798,Metazoa,HiFi+Hi-C,,,21222,118,109,7,2,302.9636907,66567.78814,495.5,485644.6518,301.75,1086.25,203,4085118,4.823264127,2.695043659,97,0.9,31,0.3991,0.151941,389485617,13,0.004812111,0.121064563,84,27,25,107
PRJEB52862,Metazoa,HiFi+Hi-C,,,15837,33,9,21,3,143.8049914,322361.9091,122327,462623.1727,4427,383311,219,1805326,5.508343719,5.087522325,82.4,34.4,48,0.3719,0.134724,229477431,6,0.002382155,0.034433786,32,26,11,32
PRJEB52924,Metazoa,HiFi+Hi-C,,,119007,93,68,19,6,256.8251519,155236.7527,1259,542706.4586,427,13996,208,3579552,5.190994549,3.10002573,96.4,0.9,16,0.4714,0.475036,362114066,29,0.002266726,0.095822373,65,63,66,89
PRJEB52926,Metazoa,HiFi+Hi-C,,,113397,353,347,2,4,290.3068811,38284.21246,626,411965.2006,375,1151,201,6859727,4.583019718,2.796574333,95.1,0.9,5,0.7095,0.205051,1215954643,230,0.00074873,0.07859825,255,57,53,350
PRJEB53160,Viridiplantae,HiFi+Hi-C,,,101197,11,8,1,2,27.20552778,553775,1534,1142124.668,482.5,198302.5,323,3047154,5.743333346,3.18582536,92.6,8.9,7,0.5899,0.39564,404329594,72,0.000464139,0.007912535,9,6,6,11
PRJEB53162,Metazoa,HiFi+Hi-C,,,122646,530,431,83,16,498.0173113,108041.2962,799.5,564878.3047,417.25,2260.5,200,6310132,5.033589786,2.902818468,90.8,4,31,0.72,0.22153,1064220034,41,0.011326941,0.111291613,369,174,131,509
PRJEB53240,Metazoa,HiFi+Hi-C,,,69663,1,1,0,0,0.912549936,658,658,,658,658,658,658,2.818225894,2.818225894,87.5,1.8,2,0.5508,0.187893,1095830442,598,0,0,0,0,0,0
PRJEB53246,Metazoa,HiFi+Hi-C,,,233361,698,570,110,18,302.9228441,114061.9628,847.5,542991.9691,457.75,3309.25,199,8893031,5.057140841,2.928139707,97,2.1,31,0.5694,0.239102,2304217109,87,0.008774696,0.16786149,406,236,180,640
PRJEB53394,Metazoa,HiFi+Hi-C,,,72781,274,240,33,1,330.7377398,23815.44891,843,102819.9959,414.5,2140.5,199,1139217,4.376858772,2.925827575,94,1.3,6,0.6882,0.156278,828450966,158,0.004312809,0.12259803,211,57,39,268
PRJEB53405,Metazoa,HiFi+Hi-C,,,113295,109,66,37,6,149.3893146,214160.3486,1265,780920.136,464,100746,210,6981550,5.330739065,3.102090526,92.4,3.3,18,0.4687,0.474294,729637192,40,0.004889119,0.086095459,91,61,52,103
PRJEB53476,Metazoa,HiFi+Hi-C,,,28950,69,33,30,6,143.4846747,270363.4783,16172,704052.9627,946,156910,239,4549514,5.431948025,4.208763733,82.7,2.2,12,0.5283,0.107842,480887594,52,0.01645606,0.167684744,60,21,7,64
PRJEB53488,Fungi,HiFi+Hi-C,,,26835,12,5,7,0,376.6428336,26051.08333,18032,27930.7587,5538.75,34842.5,595,81950,4.415825788,4.256043899,80.7,1.7,12,0.116,0.580925,31860423,3,0.013799431,0.137671965,10,9,7,10
PRJEB53502,Metazoa,HiFi+Hi-C,,,57443,76,76,0,0,217.4676687,1152.236842,972,807.2879019,529.75,1490.25,225,4477,3.061541757,2.987666265,95.5,0.7,5,0.3317,0.275721,349477237,63,0.014484725,0.038612605,40,24,23,46
PRJEB53555,Metazoa,HiFi+Hi-C,,,69119,237,186,37,14,109.2110468,355011.3418,924,1609105.974,468,4928,202,15741040,5.550242228,2.965671971,82.6,3,24,0.3819,0.071891,2170110139,105,0.005434079,0.032817595,150,40,9,220
PRJEB53557,Metazoa,HiFi+Hi-C,,,41547,22,18,4,0,74.6709243,42826.59091,849.5,179563.0676,574.25,1812.25,262,845468,4.631713505,2.929163383,95.5,0.1,44,0.3589,0.211153,294626057,15,0.006730288,0.037659863,14,5,4,17
PRJEB53559,Viridiplantae,HiFi+Hi-C,,,105907,41,40,1,0,61.92213228,2135.390244,671,5675.986253,381,1732,218,36187,3.329477254,2.82672252,98.3,4,14,0.6359,0.33554,662121902,48,0.008209793,0.162505826,25,15,18,36
PRJEB53561,Metazoa,HiFi+Hi-C,,,117087,84,57,9,18,106.0682023,1294052.976,1016,4364054.895,434.25,540453,243,34356580,6.111952056,3.006893708,71.1,0.3,25,0.586,0.517071,791943280,63,0.008241061,0.131890933,62,48,53,82
PRJEB53605,Metazoa,HiFi+Hi-C,,,37296,95,75,19,1,538.5135815,44003.4,690,233949.1955,411,2430.5,203,2164222,4.643486234,2.838849091,80.4,0.9,5,0.157,0.314758,176411521,31,0.01237261,0.069645959,87,37,28,85
PRJEB53607,Metazoa,HiFi+Hi-C,,,41277,17,16,1,0,77.20311182,1962.941176,850,3549.194635,657,1163,311,15020,3.292907285,2.929418926,97.8,0.1,16,0.1716,0.346209,220198378,14,0.004128717,0.024643055,7,5,4,15
PRJEB53609,Metazoa,HiFi+Hi-C,,,56336,15,12,2,1,51.07985539,208094.3333,703,775977.3365,396.5,3256,259,3012288,5.318260254,2.846955325,97.3,1,31,0.321,0.47122,293657840,10,0.002513979,0.036565548,12,7,6,13
PRJEB53611,Metazoa,HiFi+Hi-C,,,50913,43,42,1,0,135.9842379,1616.069767,549,5190.555106,387.5,1037.5,257,34069,3.208460106,2.739572344,94.9,1.3,31,0.3861,0.37647,316213119,11,0.008065949,0.088630687,28,7,5,39
PRJEB53680,Metazoa,HiFi+Hi-C,,,98460,166,161,3,2,211.281981,56063.88554,566.5,595830.1758,358.5,1002.5,202,7600321,4.748683194,2.753199914,96.6,1.6,30,0.5257,0.347813,785679873,27,0.009051395,0.099512959,90,38,40,140
PRJEB53728,Metazoa,HiFi+Hi-C,,,94610,92,51,28,13,174.0739955,1088426.609,1537,5323368.066,467.75,294589,207,49499202,6.03679915,3.186673867,79.3,1.3,30,0.39,0.551377,528510877,54,0.010537002,0.152828731,71,61,75,82
PRJEB53730,Metazoa,HiFi+Hi-C,,,79864,123,114,7,2,184.721912,64427.03252,516,515754.2533,364,1034,200,5461227,4.809068128,2.712649702,96.9,1.2,31,0.5302,0.361158,665865780,23,0.005831363,0.12904512,76,45,46,122
PRJEB53857,Metazoa,HiFi+Hi-C,,,84942,151,141,6,4,149.2932423,151176.8874,1335,1049271.523,533.5,2798,211,10774707,5.179485399,3.125481266,94.5,2.1,4,0.7002,0.138161,1011432250,286,1.73E-05,0.000209227,81,24,18,147
PRJEB53925,Metazoa,HiFi+Hi-C,,,66074,85,77,5,3,154.0601061,284310.3176,980,1497428.848,507,1403,220,10117631,5.453792621,2.991226076,92.6,0.7,3,0.5435,0.223315,551732711,153,0.004574016,0.075775504,49,22,15,76
PRJEB53933,Metazoa,HiFi+Hi-C,,,112831,203,196,2,5,215.3867075,104393.1921,556,760520.3555,355.5,831.5,203,8897311,5.018672178,2.745074792,97,2.7,27,0.5788,0.324211,942490845,33,0.010128835,0.133945243,101,59,64,191
PRJEB54602,Metazoa,HiFi+Hi-C,,,81222,76,71,3,2,95.25543483,124125.5132,738.5,716157.4044,389,1456,208,5851832,5.093861057,2.8683505,97.2,1.2,25,0.5713,0.291937,797854738,33,0.00052289,0.024100249,49,21,19,74
PRJEB54796,Metazoa,HiFi+Hi-C,,,34857,74,52,21,1,150.499799,137745.7027,937.5,650363.6145,449.25,17857.5,210,5449133,5.139078059,2.971971276,96.3,1.9,19,0.4997,0.171739,491695009,35,0.002276799,0.076260519,52,20,11,68
PRJEB54800,Metazoa,HiFi+Hi-C,,,62598,183,177,5,1,314.1296975,43163.35519,829,517148.8854,537.5,1221.5,206,6985097,4.635115196,2.918554531,89.7,0.7,4,0.5935,0.193089,582561921,147,0.010228693,0.090454269,115,28,24,173
PRJEB54802,Metazoa,HiFi+Hi-C,,,77916,312,309,2,1,346.845484,12019.37179,602.5,160800.8974,391.75,1270.75,217,2772595,4.079881769,2.779957051,96.7,1.2,15,0.6122,0.304664,899536002,62,0.004443718,0.069795033,192,68,69,303
PRJEB54804,Metazoa,HiFi+Hi-C,,,67244,219,210,9,0,409.7818942,6103.374429,713,33621.83949,436,1262,204,290495,3.785570014,2.85308953,95.7,2.1,5,0.5611,0.200728,534430640,143,0.011297154,0.134677192,142,24,16,202
PRJEB54806,Metazoa,HiFi+Hi-C,,,78118,165,142,13,10,259.1316322,174736.9879,545,717705.4201,333,1620,212,4954037,5.242384845,2.736396502,90.8,0.3,30,0.6139,0.386865,636742024,22,0.003719072,0.154579717,114,70,68,160
PRJEB54937,Metazoa,HiFi+Hi-C,,,51933,35,18,8,9,80.98879563,654239.4571,5025,1019723.833,393,1028190.5,204,3993412,5.815736733,3.701136066,93.8,3,29,0.4574,0.351978,432158544,16,0.002522818,0.012301542,27,20,15,30
PRJEB54941,Metazoa,HiFi+Hi-C,,,61395,185,179,5,1,405.563475,22914.32432,445,284489.3598,301,793,199,3869491,4.360107056,2.648360011,95.2,1.5,31,0.4662,0.381122,456155476,16,0.007906305,0.146894776,102,57,54,167
PRJEB54943,Metazoa,HiFi+Hi-C,,,149933,350,292,52,6,358.4938404,62364.65429,703.5,332594.302,413,1310.25,211,3836296,4.794938519,2.847264102,92.6,1,36,0.581,0.637786,976306872,32,0.014366568,0.167629057,185,256,238,323
PRJEB55018,Metazoa,HiFi+Hi-C,,,81296,119,116,2,1,181.0295482,54843.0084,560,515329.3185,343.5,854,199,5567999,4.73912127,2.748188027,95.4,1,29,0.5518,0.422278,657351251,22,0.00530383,0.125352185,74,49,50,114
PRJEB55020,Metazoa,HiFi+Hi-C,,,60939,34,33,0,1,94.15532118,109381.1765,510.5,634127.7565,363.75,788.75,268,3698197,5.03894259,2.707995746,97,0.6,31,0.2543,0.424918,361105454,12,0.011436131,0.056157779,12,6,7,27
PRJEB55022,Metazoa,HiFi+Hi-C,,,63770,48,47,1,0,129.9905692,9404.416667,628,58416.47482,354.25,1406,224,405653,3.973331862,2.797959644,94,0.9,29,0.3371,0.461814,369257557,13,0.006885505,0.048414066,30,16,16,46
PRJEB55024,Metazoa,HiFi+Hi-C,,,73667,155,148,5,2,268.3785232,343897.8065,589,4095666.833,343.5,1098,211,50985042,5.536429406,2.770115295,95.1,1.8,5,0.5768,0.244398,577542488,112,0.005512243,0.118870266,120,39,35,148
PRJEB55026,Metazoa,HiFi+Hi-C,,,58789,115,113,2,0,327.7282176,2341.991304,524,15124.89951,329,910.5,205,162022,3.369585278,2.719331287,96.6,0.6,31,0.3957,0.420474,350900514,12,0.007674097,0.095962288,73,25,25,108
PRJEB55028,Metazoa,HiFi+Hi-C,,,116264,264,253,6,5,253.5424217,122583,533.5,1031956.698,317.25,1282.25,201,13114658,5.088430246,2.727134424,96.6,1.5,28,0.6648,0.351502,1041245872,37,0.001917764,0.146816855,158,84,91,260
PRJEB55030,Metazoa,HiFi+Hi-C,,,140836,302,294,7,1,283.7469596,15454.69868,635.5,185879.8222,416.25,1309,215,3177893,4.189060542,2.803115555,95.8,1.8,2,0.6226,0.223139,1064328585,687,0,0,183,61,62,290
PRJEB55132,Metazoa,HiFi+Hi-C,,,60263,75,74,0,1,185.8876459,39745.61333,464,338907.016,313,764.5,203,2935630,4.599289203,2.666517981,96.6,0.9,31,0.366,0.396183,403469524,14,0.009864659,0.084989235,38,20,20,66
PRJEB55134,Metazoa,HiFi+Hi-C,,,88698,71,65,2,4,128.0866353,133121.6056,570,524158.1374,403.5,1316,204,3055701,5.124248547,2.755874856,95.8,1.9,26,0.5365,0.581062,554312320,21,0.003134813,0.112547897,36,34,33,70
PRJEB55136,Metazoa,HiFi+Hi-C,,,66150,74,63,9,2,133.6303428,63562.81081,648,261096.365,402.25,1450.5,214,1859018,4.803203094,2.811575006,89.3,1.5,28,0.5319,0.22703,553766446,76,0.010372677,0.091766532,45,19,14,67
PRJEB55138,Metazoa,HiFi+Hi-C,,,71799,105,103,1,1,186.2034336,32045.70476,427,307965.2835,312,603,200,3153952,4.505769827,2.630427875,97,1,31,0.4708,0.350497,563899376,20,0.01214124,0.077194401,47,16,17,87
PRJEB55336,Metazoa,HiFi+Hi-C,,,75624,86,86,0,0,160.984123,901.127907,526,951.0662227,358.25,1069.25,202,6052,2.95478644,2.720985744,89.9,0.6,26,0.4896,0.410438,534214172,22,0.006897301,0.109453087,45,22,24,75
PRJEB55338,Viridiplantae,HiFi+Hi-C,,,202003,65,54,6,5,76.61969467,206335.1385,969,746694.2846,404,4306,216,4861016,5.314573194,2.986323777,99.3,50.1,24,0.6074,0.472311,848345850,37,0.008819528,0.059457032,43,42,45,55
PRJEB55340,Metazoa,HiFi+Hi-C,,,126040,64,34,16,14,111.6927203,676324.3125,3991,1365436.046,969.5,290306.5,280,5557013,5.830155,3.601081728,96,0.9,25,0.3574,0.61172,573000638,22,0.005620665,0.074786995,49,44,33,62
PRJEB55342,Metazoa,HiFi+Hi-C,,,60444,68,67,1,0,189.7168152,11285.52941,544,86519.94974,332.5,913.75,207,714210,4.052521937,2.7355989,95.7,1.2,30,0.3866,0.443456,358428956,13,0.01076114,0.120355658,41,13,14,59
PRJEB55447,Metazoa,HiFi+Hi-C,,,94758,236,224,5,7,306.4886516,136091.9237,553,898352.2914,417.75,780.5,212,10482170,5.133832353,2.742725131,93.3,1.3,29,0.6284,0.376872,770012197,29,0.004845101,0.156978301,141,79,84,233
PRJEB55449,Metazoa,HiFi+Hi-C,,,72315,177,172,2,3,309.193523,38391.9774,514,237908.1587,352,1036,215,1892408,4.584240481,2.710963119,87.4,0.7,23,0.4738,0.342226,572457011,25,0.009956754,0.131341241,108,52,54,165
PRJEB55491,Metazoa,HiFi+Hi-C,,,76100,204,191,5,8,226.3532384,966145.3039,581.5,6592125.902,445,681,208,75255064,5.985042447,2.764549719,82.3,5.2,5,0.6556,0.205576,901246218,204,0.008388578,0.087120886,155,36,31,195
PRJEB55568,Metazoa,HiFi+Hi-C,,,50322,2,0,0,2,11.42747237,3580800,3580800,2577534.325,2669504,4492096,1758208,5403392,6.553980065,6.553980065,89.9,0.3,8,0.1386,0.4673,175016831,25,0.00029106,0.002197973,2,2,1,2
PRJEB55572,Metazoa,HiFi+Hi-C,,,65654,85,85,0,0,196.2821618,875.2352941,587,755.9989551,406,930,242,3574,2.942124822,2.768638101,96.7,0.6,27,0.5114,0.430972,433050050,16,0.003163906,0.098987029,47,28,28,83
PRJEB55574,Metazoa,HiFi+Hi-C,,,68907,146,144,0,2,231.6942834,46083.39726,543,411686.6191,388.25,1202.75,209,4541962,4.663544488,2.73479983,96.1,1.3,31,0.4895,0.350994,630140709,21,0.008152908,0.095159826,80,30,32,138
PRJEB55593,Metazoa,HiFi+Hi-C,,,61319,36,34,2,0,102.6406093,12035.94444,800.5,47977.03092,404.5,1870,222,265037,4.080480174,2.903361336,95.4,1,8,0.4194,0.299707,350738370,47,0.003867821,0.059253724,24,7,6,35
PRJEB55601,Metazoa,HiFi+Hi-C,,,77495,100,92,3,5,151.8283679,213258.03,611,1041615.946,369.25,1292.5,209,8817683,5.328905393,2.78604121,88.4,0.9,26,0.5642,0.371076,658638444,27,0.003482984,0.159012204,55,36,32,95
PRJEB55603,Metazoa,HiFi+Hi-C,,,51266,59,51,4,4,222.85372,200452.7797,1068,842439.8939,577,1879.5,213,5770759,5.302012083,3.028571253,79.2,1.5,8,0.4121,0.381811,264747656,34,0.0079887,0.079611613,47,21,20,51
PRJEB55720,Metazoa,HiFi+Hi-C,,,52004,42,42,0,0,179.4394095,870.2380952,449.5,1155.572624,325.5,955.75,201,6942,2.939638091,2.652729696,88.5,0.6,24,0.2432,0.466573,234062295,10,0.009913856,0.11979328,23,14,13,31
